,tot,counts
Package Diagram,0.0,0.0
Physical Topology,100000.0,1.0
GPRS Core Networks,454924.0,3.0
Tread Depth Gauges,414960.0,13.0
SAP Universe Designer,0.0,0.0
Aerobic Organisms,0.0,0.0
Air Flow Tests,0.0,0.0
Localytics,365000.0,2.0
Remote Procedure Call,0.0,0.0
Acquisition Life Cycle Framework,0.0,0.0
Reality Therapy,36400.0,1.0
Land-Atmosphere Interactions,0.0,0.0
Parasoft Virtualize,193700.0,2.0
Web Access Control,275000.0,3.0
Lamaze Certified Childbirth Educator,0.0,0.0
Soil Chemistry,500087.5,7.0
Nitrogen Phosphorus Detector,623209.5,14.0
Drafting Machines,0.0,0.0
Liver Function Tests,532480.0,4.0
Thread Grinding,132080.0,3.0
Marketing Investment Allocation,0.0,0.0
Kaldi,0.0,0.0
Treadles,549077.5,12.0
Loan Registration,340980.0,8.0
Cityworks (Software),479905.0,7.0
Tube Bending Machines,402420.0,10.0
Medical Laboratory Assistant (MLA-ASCP),32000.0,1.0
Apache Myfaces,0.0,0.0
GTMetrix,49920.0,1.0
PrimeRx (Pharmacy Management Software),189180.0,5.0
Mockery,181449.0,2.0
Smart Objects,168000.0,2.0
SilverStripe,78000.0,1.0
Entertainment Law,297500.0,2.0
Rho(D) Immune Globulin,0.0,0.0
Lytec (Medical Practice Software),46800.0,1.0
VMware Aria Operations For Logs,92500.0,1.0
Weather Maps,0.0,0.0
Irrigation Management,394180.0,8.0
Oracle Virtual Machine,590000.0,3.0
Photographic Developer,0.0,0.0
Choropleth Map,77772.0,1.0
Adobe Flash Builder,114400.0,1.0
Gephi,130000.0,2.0
Biorefinery,0.0,0.0
MiFi,659741.5,9.0
Bmc Software,198195.5,2.0
CNC Router,941528.5,18.0
Materials Recovery Facility,27040.0,1.0
Peoplesoft Billing,100000.0,1.0
EMC VPLEX,98800.0,1.0
Tidyr,110000.0,1.0
QuickTime,21000.0,1.0
Pedology,0.0,0.0
TracePro,180000.0,1.0
Certified Food And Beverage Executive,175000.0,2.0
Soil Genesis,438917.5,6.0
Adult Acute Care Nurse Practitioner (ACNPC),245000.0,2.0
Partial Thromboplastin Time,532480.0,4.0
Workflow APIs,0.0,0.0
Color Profile,31200.0,1.0
Visualization Toolkit (VTK),208759.0,2.0
Media In Cooperation And Transition,0.0,0.0
Registered Environmental Manager,105100.0,1.0
Command Post Of The Future,95650.0,1.0
Kernel Debuggers,155000.0,1.0
English Learner Authorization,634982.0,11.0
DtSearch,0.0,0.0
Osmolality,1264709.5,21.0
Structural Masonry Special Inspector,0.0,0.0
Superbill,363280.0,7.0
Community Development Planning,2404824.5,24.0
LabWare LIMS (Software),335680.0,3.0
Shared Objects,499857.5,6.0
Certified In Care Coordination And Transition Management (CCCTM),0.0,0.0
Disk Defragmentation,145548.0,2.0
GROningen MAchine For Chemical Simulations (GROMACS),0.0,0.0
Pulsed Electromagnetic Field Therapy,0.0,0.0
Activism,2605120.0,30.0
Pulmonary Hygiene,1011464.5,11.0
Pulmonary Nursing,485150.5,6.0
Partitioned Data Set Extended,127100.0,1.0
Trunks Integrated Record Keeping Systems,0.0,0.0
Medical Biology,0.0,0.0
S/KEY,0.0,0.0
Migration Policy,0.0,0.0
Back End Of Line,32240.0,1.0
UIViewController,338000.0,3.0
Oracle Certified Expert (OCE),0.0,0.0
Light-Emitting Diode,0.0,0.0
Cross Compiling,453100.0,4.0
Dell Equallogic,286400.0,5.0
Daylight Modeling,0.0,0.0
Certified Clinical Transplant Coordinator (CCTC),861193.5,8.0
Certified Cancer Exercise Trainer (CET),72800.0,1.0
Time Complexity,874800.0,5.0
Automated Manifest System,75685.0,2.0
Windows Template Libraries,89440.0,2.0
Thread Safety,0.0,0.0
McAfee Enterprise Security Manager,0.0,0.0
Aerobic Conditioning,562000.0,14.0
KGDB,0.0,0.0
Intelligent Agent,130000.0,1.0
Ambulance Operations,204620.0,3.0
Phase Diagram,0.0,0.0
Cryptographic Hash Functions,0.0,0.0
Document And Media Exploitation,0.0,0.0
Craniosacral Therapy,4462500.0,47.0
High Voltage Transmission Systems,127400.0,1.0
Health Policy Analysis,0.0,0.0
Postmortem Examination,2550921.0,20.0
Interface Description Language,0.0,0.0
Cardiovascular Fitness,163280.0,4.0
OSI Protocols,0.0,0.0
XFOIL,0.0,0.0
Certified Specialist Of Wine,0.0,0.0
Multivariate Linear Regression,120000.0,1.0
Military Decision Making Process,129395.0,3.0
Nouthetic Counseling,33280.0,1.0
Business English Certification,38106.0,1.0
Reversed Compound Agent Theorem,0.0,0.0
Gym Instruction,390279.0,6.0
Kusto Query Language,2234670.0,18.0
Novell Groupwise,347310.0,8.0
Virtual Routers,0.0,0.0
Head Gasket,466220.0,8.0
Selective Mutism,1076200.0,9.0
Vector Data,124500.0,1.0
Tablet Press,329000.0,6.0
Httpunit,0.0,0.0
Windows Internet Name Services,226000.0,2.0
Certified Wine Educator,0.0,0.0
MPEG Video Wizard DVD,0.0,0.0
Cisco Firewall Specialist,0.0,0.0
History Of Medicine,37440.0,1.0
Autodesk SketchBook Pro,118500.0,2.0
Certified Kitchen And Bath Designer (CKBD),147680.0,3.0
Wind Farm Design,0.0,0.0
Disk Imaging,247120.0,4.0
Drum Machines,0.0,0.0
Oxidative Stress,0.0,0.0
Reasoning Systems,0.0,0.0
Apollo Server,762500.0,5.0
Sorting Algorithm,0.0,0.0
Activity-Based Learning,30000.0,1.0
Primary Care Case Management,0.0,0.0
Promodel,260000.0,2.0
Energy Medicine,192400.0,2.0
PC Tools,0.0,0.0
Cisco Commerce Workspace,290800.0,3.0
Natural Programming,219277.0,2.0
Jazz Pedagogy,0.0,0.0
Uniform Investment Adviser Law Exam,0.0,0.0
Battle Rhythm,2256600.0,23.0
TUNIS,0.0,0.0
Quality Driven,56000.0,1.0
TURBOMOLE,0.0,0.0
Jazz Theory,0.0,0.0
Hopi Language,205075.0,3.0
Jazz Improvisation,0.0,0.0
Stetho,0.0,0.0
Chemical Weapon,0.0,0.0
AC/DC Converters,0.0,0.0
Synchronous Motor,900000.0,3.0
MSC Software,0.0,0.0
Integration DEFinition (IDEF),0.0,0.0
Forwarding Plane,260000.0,2.0
Content Negotiation,150800.0,2.0
Ground Instructor,618174.0,12.0
Reliability Availability And Maintainability (RAM) Analysis,342400.0,2.0
Settlement Negotiation,660876.5,6.0
Certified Fire Inspector,350898.0,4.0
Executable Architecture,384600.0,3.0
Protein Dynamics,0.0,0.0
Forced Induction,322000.0,6.0
Red Hat Certified Security Specialist - RHCSS,296400.0,3.0
Natural Product Chemistry,0.0,0.0
Linked Tables,304824.0,3.0
Pressure Grouting,840320.0,19.0
Traffic Control Supervisor (TCS) Certification,41600.0,1.0
Wireless Transmission,270620.0,5.0
Lasix,195432.0,2.0
Claus Process,0.0,0.0
Unified Expression Languages,0.0,0.0
Cannabis And Hemp Extraction,212660.0,5.0
Standard Widget Toolkits,673800.0,7.0
Sony Vegas Pro,514050.0,11.0
Turbinectomy,0.0,0.0
Location Theory,288080.0,5.0
Borland Database Engine,0.0,0.0
IAM Level I Certification,4415247.0,50.0
Axiomatic Systems,67500.0,1.0
IPython (Python Package),140000.0,1.0
Substrings,0.0,0.0
Mobile App Test Automation,245440.0,2.0
Arteriovenous Fistula,545347.5,6.0
Hydrolysis,269920.0,3.0
Epifluorescence,0.0,0.0
Fair Competition,111632.5,1.0
Widget Toolkit,338800.0,3.0
Traffic Policing,0.0,0.0
Dilution Refrigerator,83200.0,1.0
Surgery Simulator,0.0,0.0
OpenStreetMap,35360.0,1.0
Traefik,166500.0,1.0
Aimsun,0.0,0.0
Microsoft Transaction Servers,291200.0,7.0
Psychiatric Interviews,0.0,0.0
Btrieve/Pervasive Software,161100.0,2.0
Military Court,717713.0,8.0
Music Software,278400.0,5.0
ISO 15189 Standard,0.0,0.0
Breath Control,20800.0,1.0
TransModeler,263195.0,4.0
Cooling Efficiency,168480.0,2.0
Asian History,0.0,0.0
Credit Institution,94205.0,1.0
Industry Radiography Radiation Safety Personnel,150000.0,2.0
UIWebView,0.0,0.0
Satellite Truck,0.0,0.0
Anvato,290000.0,4.0
JBoss Seam,0.0,0.0
Discount Stores,211480.0,6.0
Adenosine,175902.0,3.0
Microsoft Certified: Azure Network Engineer Associate,135000.0,2.0
Hockeyapp,352684.0,3.0
Biopesticides,125000.0,1.0
Watson Conversation,223500.0,2.0
Citrix Certified Professional (CCP),462500.0,4.0
Electric Discharge,41600.0,1.0
Personal Area Networks,0.0,0.0
HackerOne,185000.0,1.0
HTML Generation,0.0,0.0
Access Stratum,0.0,0.0
Individual Investment Strategy,0.0,0.0
Metropolitan Planning Organization (MPO),3124574.5,34.0
Ipswitch IMail Server,0.0,0.0
Hakka Language,130000.0,5.0
Static Files,0.0,0.0
Nuclear Criticality Safety,306600.0,2.0
Enology,186160.0,4.0
Device Distribution,356240.0,8.0
Yamaha Pro Audio,183040.0,4.0
JFS (File System),100000.0,1.0
Online Public Access Catalog,53206.5,1.0
HP Computers,609830.0,10.0
Multifunction Printer (Office Equipment),99840.0,2.0
TTCN (Programming Language),0.0,0.0
Sip Stack,115000.0,1.0
Travel Medicine,94968.0,1.0
Caprine And Ovine Care,187940.0,5.0
Forward Engineering,606800.0,6.0
Sequential Function Chart,380400.0,3.0
HP Hard Partitioning,0.0,0.0
Certified Hazardous Materials Practitioner,0.0,0.0
Audiogram,156000.0,1.0
Simple Linear Regression,0.0,0.0
Threading Models,358038.0,3.0
Spirituality,965536.0,15.0
Hydrophobe,0.0,0.0
Slide Projector,27040.0,1.0
Regular Functions,181992.0,5.0
Medical Humanities,247900.0,1.0
Music Libraries,31200.0,1.0
Insight ERP,0.0,0.0
Rx30 (Pharmacy Management Software),55640.0,2.0
Microsoft Certified Solutions Master,90054.5,1.0
Siebel Field Services,0.0,0.0
Master Certified Negotiation Expert,0.0,0.0
Vapor Pressure,0.0,0.0
Wind Farm Construction,0.0,0.0
Existential Therapy,227203.5,4.0
Restriction Enzyme,95480.0,2.0
Microsoft Certified Architect,0.0,0.0
Network Switching SubSystems,66144.0,2.0
Qmail,78000.0,1.0
Cisco Certified Internetwork Expert (CCIE) Wireless,109200.0,1.0
Construction Cranes,60320.0,2.0
Enthalpy,148280.0,2.0
Wolof Languages,0.0,0.0
Microbial Fuel Cell,0.0,0.0
Modern Physics,124527.0,1.0
Truth in Negotiations Act (TINA),975600.0,8.0
Lingala Language,242260.0,4.0
Delinquent Mortgages,0.0,0.0
Electronic On-Board Recorder,25000.0,1.0
Low Voltage Complementary Metal Oxide Semiconductor (LVCMOS),0.0,0.0
Classical Guitar,0.0,0.0
Attachmate Extra,0.0,0.0
EMC Technology Architect Certification,0.0,0.0
Colorimetric Analysis,519460.5,8.0
Fabric Sourcing,218400.0,4.0
Database Permissions,379500.0,4.0
Siebel Remote,0.0,0.0
AWS Backup,852790.0,7.0
Metric Studio,83520.0,1.0
Server Consolidation,912840.0,12.0
Sovereign Cloud (Data Security Framework),0.0,0.0
Surface Water Modeling,105800.0,2.0
Certified Wireless Network Expert,0.0,0.0
High Alert Medications,0.0,0.0
XML Transformation Languages (XML-Based Standards),214800.0,2.0
Competency Mapping,155000.0,1.0
Insulin Resistance,0.0,0.0
Isoelectric Focusing,54517.0,1.0
Off-Pump Coronary Artery Bypass,250000.0,2.0
Playready,311800.0,3.0
Qualification In Internal Audit Leadership (QIAL),131000.0,1.0
Certified Medical Interpreter,240380.0,4.0
Memory Architecture,0.0,0.0
Atlas DMT,0.0,0.0
Image Generation,624300.0,5.0
IBM Lotus Quickr,72000.0,1.0
Remanufacturing,0.0,0.0
Maximizer Software,0.0,0.0
Hydrocarbon,0.0,0.0
Exercise Program Development,33280.0,1.0
Professional Certified Coach,311400.0,2.0
High-Speed Uplink Packet Access,323440.0,5.0
Mass Air Flow,0.0,0.0
Certified Mental Performance Consultant,0.0,0.0
PCI-X,0.0,0.0
Geophysical Fluid Dynamics,0.0,0.0
Concrete5,217400.0,3.0
ELODIE Spectrograph,0.0,0.0
Rehabilitation Technology,121342.0,2.0
Wellbore,0.0,0.0
Mobile IP,0.0,0.0
Design Verification Plan And Report (DVP&R),0.0,0.0
Refugee Issues,448815.5,6.0
Java Keywords,0.0,0.0
Machine Gun,148117.0,3.0
AutoSketch,208500.0,5.0
Bayesian Probability,639840.0,8.0
Certified Linux Administrator,408000.0,4.0
Nielsen NetView,0.0,0.0
Jing (Software),0.0,0.0
Apache Karaf,0.0,0.0
Certified Foot Care Nurse (CFCN),0.0,0.0
Nimsoft,0.0,0.0
Rochade,187200.0,1.0
Powder Metallurgy,1204960.0,16.0
National Certified Phlebotomy Technician,726960.0,21.0
Kaspersky Anti-Virus,292440.0,4.0
Associate Certified Coach,311400.0,2.0
Submersible Pump,107500.0,1.0
High-Speed Downlink Packet Access,47840.0,1.0
Baggage Screening,540490.5,6.0
Gel Permeation Chromatography,0.0,0.0
Link Editors,0.0,0.0
UltraEdit,0.0,0.0
Exhaust Manifold,0.0,0.0
Rocker Cover Gasket,0.0,0.0
Crankcase Ventilation Systems,0.0,0.0
Tranches,83200.0,2.0
Xcelsius,0.0,0.0
Amazon Elastic File System,0.0,0.0
IBM Rational Asset Manager,0.0,0.0
KiCad,277940.0,2.0
Box-Jenkins,62500.0,1.0
Finagle,0.0,0.0
Bulletproof Glass,91780.0,2.0
Hydraulic Accumulators,1038688.0,23.0
Quartz Composer,0.0,0.0
Cellular Neuroscience,92000.0,2.0
TextPad,0.0,0.0
DSS / Defense Central Index Of Investigations,0.0,0.0
Laminar Flow,420639.0,8.0
Hornetq,1007000.0,7.0
Traditional Chinese Medicine,1260782.0,14.0
Environmental Literacy,70000.0,1.0
Currency Swap,546000.0,3.0
Environmental Policy Development,188250.0,1.0
HyperWorks (CAE Software),895240.0,9.0
Script Task,116480.0,1.0
Certified Pediatric Emergency Nurse (CPEN),93652.0,1.0
Environmental Toxicology,136834.0,2.0
Geothermal Heating,75920.0,2.0
Human-In-The-Loop,247960.0,2.0
Epicyclic Gearing,104000.0,1.0
Looper,437120.0,5.0
Zippers,262400.0,7.0
Embedded Video,867417.5,8.0
Metabolic Flux Analysis,0.0,0.0
General Fund Enterprise Business Systems (GFEBS),591662.0,6.0
Microsoft Netmeeting,178600.0,3.0
Rational Rhapsody,0.0,0.0
Hyperventilation,76960.0,2.0
PeopleSoft Enterprise Contracts,0.0,0.0
Backflow Prevention Assembly Tester,40000.0,1.0
USB Mass Storage Device Class,0.0,0.0
In-Licensing,116324.0,1.0
Google File Systems,0.0,0.0
Spin Column-Based Nucleic Acid Purification,0.0,0.0
Lightweight Access Point Protocol,592720.0,6.0
Numeric Distribution,0.0,0.0
Clinical System Operations,0.0,0.0
Test Runner,135200.0,1.0
Digital Painting,0.0,0.0
Triconex,0.0,0.0
Optitex (Fashion Design Software),367680.0,8.0
Oracle Audit Vault,144481.5,1.0
Teradata Aster,146575.0,4.0
UClinux,163000.0,2.0
Environmental Anthropology,0.0,0.0
Vert.x,119600.0,1.0
Hacklang (Programming Language),0.0,0.0
Graphics Device Interface,385780.0,4.0
EMC Implementation Engineer Certification,0.0,0.0
Virsh,0.0,0.0
Ancient Philosophy,0.0,0.0
Taishanese,499200.0,9.0
Expdp,0.0,0.0
DOT (Graph Description Language),85082.5,1.0
Certified Wireless Analysis Professional,29000.0,1.0
Entertainment Journalism,0.0,0.0
Yellow Fever,85280.0,1.0
Oracle BPEL Process Management,120050.0,1.0
Embedment,0.0,0.0
Flotation Process,0.0,0.0
Encephalitis,218764.0,2.0
Halide,123636.0,2.0
Sahi (Software),0.0,0.0
Catalan Language,278500.0,4.0
Metering Machine,485680.0,13.0
jSPM (JavaScript Package Manager),0.0,0.0
Command Pattern,0.0,0.0
Impdp,0.0,0.0
Iodine Value,230920.0,5.0
Solaris Clusters,114400.0,1.0
4D Modeling (Construction),72800.0,1.0
Placard,0.0,0.0
Cppunit,108160.0,2.0
Check Point Certified Managed Security Expert,0.0,0.0
CompTIA Mobility+,228673.0,3.0
Correspondence Analysis,83000.0,2.0
Certified Continence Care Nurse (CCCN),0.0,0.0
HP BASIC,146640.0,2.0
Human Rights Laws,529016.0,5.0
Poultry Nutrition,360000.0,3.0
Statistical Thinking,100100.0,1.0
EZ Publish,0.0,0.0
Chromate Conversion Coating,33280.0,1.0
Atomicity Consistency Isolation Durability (ACID),549000.0,3.0
HVAC Mini-Split Systems,913560.0,13.0
PC Performance Tuning,417500.0,5.0
Urostomy,0.0,0.0
Literary Publishing,35000.0,1.0
Global File System,0.0,0.0
Wear OS,602500.0,3.0
Cglib,0.0,0.0
FileMan,834854.5,6.0
Tropical Medicine,624882.5,7.0
Aircraft Technology,83200.0,1.0
Conceptual Art,395959.0,6.0
Microsoft Framework,113500.0,1.0
Well Logging,0.0,0.0
Neurophysiology,303667.0,4.0
Spiral Model,0.0,0.0
Soot Blowers,0.0,0.0
Rational Requisitepro,0.0,0.0
Data Highway Plus,3900000.0,9.0
Format Conversion,249600.0,2.0
Rcharts,0.0,0.0
Laser Microphone,0.0,0.0
Neutral Build,0.0,0.0
Certified Culinary Administrator,262500.0,3.0
Overhead Persistent Infrared (OPIR),579154.0,4.0
Dell OptiPlex,127200.0,2.0
Ushering,0.0,0.0
Markov Model,874228.5,6.0
Accredited Veterans Service Officer,137712.0,2.0
CartoDB,50000.0,1.0
Independent Component Analysis,301500.0,2.0
Network Information Systems,0.0,0.0
Sentinel Lymph Node,45342.0,1.0
Railway Bridges,0.0,0.0
Certified Fire Plan Examiner,797420.5,10.0
Certified Managed Care Nurse (CMCN),0.0,0.0
Media Resource Control Protocol (Server),317450.0,5.0
Gaussian Process,38958.5,1.0
History Of Philosophy,421767.0,5.0
Feature Learning,112500.0,1.0
Diverticulitis,105623.0,2.0
Certified Pedorthist,88703.0,2.0
Marine Propulsion,72500.0,1.0
Highway Materials,44019.5,1.0
Security Shield,0.0,0.0
Test Statistics,64830.0,1.0
Chromium OS,0.0,0.0
Oil Rig,238880.0,5.0
National Nurse Aide Assessment Programs,0.0,0.0
Certified Health Unit Coordinator (CHUC),0.0,0.0
Thermal Spraying,242320.0,6.0
Nvidia Jetson,444420.0,3.0
Soil Vapor Extraction,0.0,0.0
Neural Engineering,0.0,0.0
Digital Libraries,67500.0,1.0
Prognostics,125190.0,1.0
Geometric Modeling,130000.0,1.0
Molecular Physics,0.0,0.0
Four-Stroke Engine,88400.0,2.0
Apnea Hypopnea Index,78280.0,2.0
Public Consultation,365100.0,2.0
Biodiversity,888932.5,14.0
Certified Professional Food Manager,615780.0,12.0
Highway Traffic Act,44720.0,1.0
Environmental Control And Life Support Systems,0.0,0.0
Template Metaprogramming,780000.0,2.0
Network Service Assurance,310100.0,2.0
Heap Size,323600.0,3.0
Manure Spreaders,363900.0,9.0
Command And Data Handling,0.0,0.0
Doc2vec,0.0,0.0
Impact Dynamics,0.0,0.0
Viral Diseases,76627.5,1.0
FL Studio,83200.0,2.0
Recaptcha,0.0,0.0
Apache Openoffice Calc,691147.0,12.0
Decipherment,62186.0,1.0
Numba,1178504.0,8.0
Horizontal Clustering,0.0,0.0
Ambulatory Phlebectomy,1077914.0,5.0
Certified Clinical Trauma Professional (CCTP),774600.0,11.0
Digital Audio Workstation,83200.0,2.0
AAAE Airport Certified Employee (ACE),90000.0,1.0
Environmental Biotechnology,0.0,0.0
Elementary Diagram,0.0,0.0
Diffie Hellman,218000.0,2.0
Intermodulation,0.0,0.0
Metadata Modeling,124800.0,1.0
Autodesk Certified Professional In Revit For Architectural Design,30000.0,1.0
Graphic Response Plans,78780.0,2.0
Breast Examinations,26000.0,1.0
Wetland Science,90480.0,3.0
Aerobic Kickboxing,1213742.5,20.0
Ecological Economics,84815.5,1.0
Cognitive Distortion,0.0,0.0
Certified Medical-Surgical Registered Nurse (CMSRN),1614027.5,18.0
Mass Flow Meter,404720.0,5.0
Libreoffice Calc,759579.0,13.0
Libreoffice Writer,605565.0,11.0
FINRA Series 56 (Proprietary Trader),0.0,0.0
Autodesk Certified Professional In AutoCAD For Design And Drafting,30000.0,1.0
Hysterectomy,252200.0,3.0
Patent Drawing,297500.0,6.0
Administrative Procedure Act,1263587.0,13.0
Generative Artificial Intelligence,4744232.5,26.0
Electronic Municipal Market Access,80000.0,1.0
CompTIA Convergence Technologies Professional (CTP+),0.0,0.0
BlueJ,143780.0,1.0
Transaction Verification,562627.5,8.0
Combined Enterprise Regional Information Exchange System (CENTRIXS),0.0,0.0
Hydrofluoric Acid (Fluorides),115000.0,2.0
Tastypie,520000.0,5.0
Dysmorphology,0.0,0.0
Specific Ion Interaction Theory,34320.0,1.0
NEBOSH Diploma,35907.0,1.0
Citrix Certified Professional - Virtualization (CCP-V),0.0,0.0
Ad Text Optimization,82500.0,1.0
Thermal Vacuum Testing,0.0,0.0
Local Variables,401128.0,3.0
Resource Kit (Windows Administration),44720.0,1.0
Control Of Substances Hazardous To Health (COSHH),0.0,0.0
Groundwork (Construction),185720.0,4.0
Certified Irrigation Designer,0.0,0.0
Proportion (Visual Design),119600.0,2.0
Network Segment,280000.0,4.0
Rule-Based Systems,75394.0,1.0
Shape Optimization,106375.0,1.0
Book Closure,0.0,0.0
Debt Selling,0.0,0.0
Httpclient,124800.0,1.0
Certification In Clinical Biochemical Genetics,0.0,0.0
WinBUGS,0.0,0.0
Atherosclerosis,0.0,0.0
Capitalism,62500.0,1.0
Sustainability Improvement,0.0,0.0
Kraft Process,550000.0,1.0
FCC Commercial Radio Operators License,0.0,0.0
Bladder Irrigation,657600.0,12.0
Disk Manager (Software),0.0,0.0
Process Costing,1300640.0,15.0
MongoDB Certification,0.0,0.0
IQNavigator,0.0,0.0
Hematopoietic Stem Cell Transplantation,51812.5,1.0
Certified Clinical Hemodialysis Technician - Advanced (CCHT-A),0.0,0.0
Electrostatic Discharge Control (ESD) Certification,0.0,0.0
Fixed Format,0.0,0.0
Placebo-Controlled Study,0.0,0.0
WinAutomation,622500.0,4.0
Appendicitis,3061785.5,24.0
Certified Fire Investigator,717363.5,6.0
RTLinux,278600.0,2.0
Minimum-Shift Keying,93600.0,1.0
Fair Credit Reporting Act (FCRA) Certification,94640.0,3.0
Prime Lens,1081600.0,7.0
Speech Recognition Software,517563.5,6.0
PSIA/AASI Level 2 Certification,0.0,0.0
Chemoembolization,0.0,0.0
Certified Network Cable Installer (CNCI),72500.0,1.0
Microsoft Certified: Azure AI Engineer Associate,0.0,0.0
Google Desktops,350480.0,7.0
Oxidation Processes,0.0,0.0
Electroporation,95597.0,2.0
Ultraviolet Germicidal Irradiation,462397.5,8.0
Mitral Valve Repair,0.0,0.0
Tourette Syndrome,0.0,0.0
FxCop,367143.0,3.0
Voice Acting,495140.0,6.0
Certified Penetration Testing Engineer (CPTE),0.0,0.0
Musculoskeletal Dysfunction,0.0,0.0
Tape Editing/Splicing,225440.0,3.0
Cisco Cybersecurity Specialist (SCYBER),260500.0,3.0
Factory Method Pattern,92200.0,1.0
Foreign Intelligence Surveillance Act,68640.0,1.0
Ghost Imaging,40560.0,1.0
Laser Marksmanship Training Systems,1590040.0,16.0
HDI Support Center Team Lead (HDI-SCTL),100058.5,2.0
Moral Reconation Therapy,158767.5,2.0
Light Industry,145600.0,4.0
Persistent Storage,202500.0,2.0
Positive Pressure,501226.0,9.0
Board Certified Pediatric Pharmacy Specialist (BCPPS),0.0,0.0
Pulse-Code Modulation (PCM),60746.5,1.0
Peptide Synthesis,110000.0,1.0
Stand-Up Comedy,594381.0,11.0
Recombineering,0.0,0.0
Camera-Ready,122919.0,2.0
Hypoxemia,0.0,0.0
LO-NOx Burner,0.0,0.0
Block Heater,33280.0,1.0
HER2,0.0,0.0
Semen Cryopreservation,0.0,0.0
Tunnel Maintenance,28080.0,1.0
Mbaas,303890.0,2.0
Flux Balance Analysis,0.0,0.0
Knockout Punches,406640.0,6.0
Seed Preparation,339300.0,10.0
Q Learning,133100.0,1.0
Enterprise Distributed Object Computing (Unified Modeling Language),0.0,0.0
Certified Automation Anywhere Developer,0.0,0.0
Query String,0.0,0.0
Soil Resistivity,120000.0,2.0
EPI Info,399343.5,5.0
Chemical Transformation,0.0,0.0
Market Orientation,0.0,0.0
Pneumothorax,0.0,0.0
Dynamic DNS (Domain Name System),108160.0,1.0
Function Module,301600.0,2.0
Yiddish Language,277740.0,4.0
Pervasive PSQL,161100.0,2.0
Electrostatic Precipitator,38688.0,1.0
Artificial Insemination,0.0,0.0
Gynecological Surgery,20000.0,1.0
Limited License Master Social Worker,351676.0,3.0
Defects Per Million Opportunities,234400.0,3.0
Luxury Fashion Industry,0.0,0.0
ISight,240000.0,2.0
Biophysical Profiles,409801.0,5.0
IBM POWER9 Microprocessors,0.0,0.0
Child Life Insurance,0.0,0.0
Omeka,396600.0,7.0
AssetWorks (Software),90000.0,1.0
Occupational Exposure Limit,0.0,0.0
File Monitoring,372941.0,7.0
Certified Indoor Environmentalist,0.0,0.0
Typesafe,0.0,0.0
Scroll Saw,67600.0,2.0
Internal Pay Equity,576673.0,9.0
LINQ To XML,694304.0,6.0
Standards Of Training Certification and Watchkeeping,27331.0,1.0
Certified Orthopaedic Surgery Coder (COSC),0.0,0.0
Mind Manager,0.0,0.0
DNA Profiling,192282.0,2.0
Equivalence Partitioning,0.0,0.0
Computer-Aided Drug Design & Discovery,200000.0,1.0
Natural Sounds,223322.0,6.0
Virtual Function,0.0,0.0
NetStumbler,0.0,0.0
Secure Hash Algorithm,0.0,0.0
Photoconductivity,0.0,0.0
Microsoft Stream,235000.0,2.0
Amazon Macie,0.0,0.0
Numerical Differentiation,0.0,0.0
Matrix Multiplication,74880.0,1.0
Classified Networks,1699325.0,14.0
Dymola,0.0,0.0
Multiple Axes,145000.0,1.0
Forest Conservation,441950.0,8.0
Programming Language Theory,475000.0,1.0
Quaternions,74880.0,1.0
TimeMap,215000.0,2.0
Data Encryption Standard,0.0,0.0
Forest Mensuration,38480.0,1.0
Key Derivation Function,1068000.0,6.0
Lean Six Sigma Champion,0.0,0.0
Gaelic Language,1042560.0,16.0
Sframe,0.0,0.0
Intravenous Pyelogram,0.0,0.0
Allied Health Instructor,98800.0,2.0
Zooming,853940.0,13.0
Median,108000.0,2.0
Pgpool,154300.0,1.0
Wrapper Libraries,244400.0,2.0
Immunofixation Electrophoresis,0.0,0.0
Speech Enhancement,213092.0,3.0
Cardiothoracic Nursing,0.0,0.0
Dynamic Management Views,432640.0,3.0
Business Card Design,61000.0,1.0
Clinical Trial Planning,1033800.0,6.0
Employee Conflict Resolution,410000.0,4.0
Forensic Chemistry,841973.0,9.0
Physical Schema,155000.0,2.0
Pgbouncer,154300.0,1.0
Apache Administration,725203.0,6.0
SPServices,0.0,0.0
Interactive 3D,75000.0,1.0
Improvisational Theatre,224640.0,6.0
Geophysical Imaging,0.0,0.0
Erythrocyte Sedimentation Rate,0.0,0.0
War Files,312000.0,2.0
Thanatology,100000.0,1.0
Document Development Life Cycle (DDLC),101920.0,1.0
Static Pages,135000.0,3.0
Umbrella Insurance,224989.0,2.0
Fecal Occult Blood Tests,157187.5,4.0
Matrimonial Laws,227640.0,3.0
Chartered Fellow Of The Chartered Institute Of Personnel and Development (FCIPD),0.0,0.0
Chemical Pathology,0.0,0.0
Thermal Insulation,432400.0,5.0
Expositions,304732.5,6.0
Qualification In Immunohistochemistry,0.0,0.0
XMLhttprequest,845252.0,11.0
Aggression Replacement Training,100000.0,2.0
Consolidated Accounts,886060.0,14.0
Supercritical Fluid Extraction,55000.0,1.0
spatialNET,0.0,0.0
Information Warfare,315500.0,3.0
JSF 2,120000.0,1.0
Electric Guitar,839892.0,15.0
Afrikaans Language,278500.0,4.0
Historical Archaeology,356779.5,3.0
Dot Matrix Printers,71739.0,1.0
AppleTalk,148240.0,2.0
Wetland Conservation,572155.5,8.0
